record_id,paper_id,doi,route,original_status,original_scope_bucket,candidate_reason,priority_score,priority_bucket,review_focus,adjudication
record_227806162423,paper_12ae56196f6e,10.1371/journal.pone.0118536,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,17.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': 'The record presents an ambiguous concentration for ibuprofen (100 μM instead of the specified 5% w/w). Although the study type is IVPT and the treatment time is correct, multiple failure reasons, including missing endpoint value and area, suggest that there are significant gaps in the evidence. Thus, it is best to keep it unresolved rather than verified.'}"
record_33c2414d232e,paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,16.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.85, 'rationale': 'The record indicates an 8 mM concentration of ibuprofen, which exceeds the required 5% w/w threshold. This concentration leads to ambiguity regarding the appropriate API concentration basis. The evidence related to the endpoint is relevant; however, due to the non-compliance with the strict concentration criterion, the record cannot be verified and thus should be rejected for being out of scope.'}"
record_aee4eedfe94b,paper_314ad560b37c,10.1007/s00253-023-12677-z,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.8, 'rationale': 'The concentration of ibuprofen is listed as 400 mg/L, but the ambiguous reference to mg/L instead of w/w raises uncertainty about the strict adherence to the specified concentration limits. Additionally, the absence of specified diffusion area creates further evidence gaps. Hence, the evidence cannot be verified as strictly meeting the scope requirements.'}"
record_808802942a3c,paper_b21c07f7ac33,10.1007/s13346-022-01182-x,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'uncertain', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': 'The record presents an ambiguous concentration value (0.5% w/v) which conflicts with the requirement for a concentration of 5% w/w. Furthermore, evidence indicates insufficient data on diffusion area. The original failure reasons emphasize insufficient evidence and ambiguous concentration, leading to the conclusion that the record should likely remain unresolved.'}"
record_6cbbff659209,paper_b21c07f7ac33,10.1007/s13346-022-01182-x,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': 'The candidate record presents ibuprofen at an API concentration of 0.5% (w/v), conflicting with the required 5% w/w concentration. The study is of scientific interest but does not fit the strict criteria for concentration. Therefore, it is recommended for rejection due to being out of scope.'}"
record_5ab8e8485f34,paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'no', 'area_ok': 'n_a', 'confidence': 0.7, 'rationale': ""The record contains an ambiguous API concentration (8.0 mM) that does not comply with the strict requirement of 5% w/w for ibuprofen. Additionally, there is a missing diffusion area which is crucial for the analysis of the Franz diffusion cell experiments. Thus, while related to the topic, the document doesn't strictly meet the established criteria, leading to a recommendation to remain unresolved.""}"
record_8a13f7a9bf74,paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.7, 'rationale': 'The record presents an ambiguous concentration of ibuprofen, specifying it as 8.0 mM which does not match the required strict 5% w/w threshold. Additionally, the diffusion area is missing, leading to unresolved status regarding critical parameters.'}"
record_793dda2fd5c6,paper_fa6875b6e13f,10.3390/membranes12080762,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.0, 'rationale': 'The record contains an ambiguous API concentration of 5 mg/L rather than the specified 5% w/w concentration required by the strict scope. Though it identifies ibuprofen, the concentration reported does not fit the identified criteria, making the record scientifically useful but outside the strict scope for verification.'}"
record_a68cc75d8fc4,paper_d0b2772a4452,10.1038/sj.bjp.0702090,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'no', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': 'The record is classified as unresolved due to insufficient evidence relating to the ambiguous API concentration. The concentration listed as 10 mM (equivalent to 3000 nM) conflicts with other data. This ambiguity and conflicts justify retaining it as unresolved rather than promoting it to verified.'}"
record_d2ac524975d9,paper_509bcd1c7fdf,10.1007/s00424-018-2208-y,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,13.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'no', 'area_ok': 'uncertain', 'confidence': 0.7, 'rationale': ""The record presents an ambiguous concentration of ibuprofen, specifically cited as 300 mM, which does not directly translate to the required 5% w/w concentration for the strict scope. Additionally, the endpoint type is listed as 'unknown', with failure reasons citing 'missing endpoint', which prevents verification. The study type and device are consistent, but due to the unresolved nature and conflicting information regarding the concentration and the endpoint, it remains unresolved rather than being verified.""}"
