record_id,paper_id,doi,route,original_status,original_scope_bucket,candidate_reason,priority_score,priority_bucket,review_focus,adjudication
record_808802942a3c,paper_b21c07f7ac33,10.1007/s13346-022-01182-x,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.6, 'rationale': 'The record presents conflicting information regarding the API concentration, listing it as 0.5% w/v, which does not meet the strict 5% w/w requirement. Additionally, the report states faulty concentration definitions and lacks clarity, hence it remains unresolved.'}"
record_6cbbff659209,paper_b21c07f7ac33,10.1007/s13346-022-01182-x,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'yes', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': 'The record indicates an ibuprofen concentration of 0.5% w/v, which is outside the strict 5% w/w requirement. Additionally, the API concentration basis is reported as w/v instead of w/w. Therefore, while the information is scientifically useful, it does not meet the specific strict criteria for verification.'}"
record_76b805306d94,paper_e18921d9f76d,10.18433/j3160b,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,15.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.65, 'rationale': 'The record contains ambiguous API concentration as it reports 1.0% w/v instead of the required 5% w/w concentration for ibuprofen. The lack of a clearly defined diffusion area also adds to the ambiguity, reinforcing that this record does not meet the strict criteria despite relevant endpoint data.'}"
record_6130330b2eb0,paper_a83f2a886f65,10.1371/journal.pone.0130253,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': ""The record provides evidence of ibuprofen usage but lacks clear quantifiable data regarding the API concentration value necessary for verification. The concentration is reported as 'None', leading to confusion since it's supposed to be 5% w/w for it to be verified. The ambiguity of the API concentration makes the record ambiguous rather than straightforwardly useful in the current adjudication context.""}"
record_67cfcd572317,paper_a83f2a886f65,10.1371/journal.pone.0130253,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': ""The record contains an ambiguous API concentration value with the concentration indicated as 'None' while the raw concentration is provided as '150 mg L–1'. This is conflicting and does not meet the strict criteria needed for a verified status. Moreover, there are other failure reasons listed such as insufficient evidence and missing area which further supports the decision to classify this record as unresolved.""}"
record_6755f68d4d0a,paper_314ad560b37c,10.1007/s00253-023-12677-z,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'no', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'no', 'area_ok': 'n_a', 'confidence': 0.75, 'rationale': ""The record presents ambiguous API concentration data and a lack of clarity regarding crucial parameters, such as the diffusion area and endpoint timing. While it reports on the use of ibuprofen, the concentration is noted as '100 mg/L,' which conflicts with the focus on '5% w/w,' making it unclear if it meets the specific requirements necessary for strict verification. Thus, it remains unresolved rather than being verified or outright rejected.""}"
record_80d0b3193d37,paper_84dcffdf1d76,10.1371/journal.pone.0156931,figure,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.0,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'uncertain', 'confidence': 0.7, 'rationale': ""The candidate's record indicates an api concentration discrepancy. The reported api concentration is 100μM instead of the specified 5% w/w required for strict verification of ibuprofen, which is necessary for the review process. Additionally, while the study falls under IVPT studies and mentions ibuprofen, the concentration basis is ambiguous. Therefore, it does not meet the strict criteria for verification, justifying a rejection recommendation.""}"
record_e8222f4e4c6c,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record has an ambiguous API concentration reported as 5% w/v instead of the required w/w. Since the candidate reason includes ambiguous API concentration which affects the validation of the study, the lack of clear evidence regarding the correct API basis leads to unresolved status rather than promotion to verified.'}"
record_8b2e8239ff2b,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The ambiguity in the API concentration unit being noted as % w/v rather than the required % w/w creates a significant conflict regarding the validity of the concentration metric, which is critical for the strict scope of evaluation. Although other parameters related to the Franz diffusion cell and endpoint specifications are fine, the concentration ambiguity leads to a recommendation of keeping the status unresolved rather than verified.'}"
record_f4fb84fa1eb7,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,12.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record presents ambiguous API concentration due to the reported value being 5% w/v instead of the required 5% w/w concentration. While the Franz diffusion cell setup and other parameters are consistent with our strict scope, the ambiguity regarding the API concentration prevents a definitive categorization as verified, leading to a recommendation for maintaining it as unresolved.'}"
