record_id,paper_id,doi,route,original_status,original_scope_bucket,candidate_reason,priority_score,priority_bucket,review_focus,adjudication
record_6cbbff659209,paper_b21c07f7ac33,10.1007/s13346-022-01182-x,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'uncertain', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': 'The API concentration is reported as 0.5% (w/v) which does not conform to the strict requirement of 5% w/w. The ambiguity regarding the concentration specification (w/v vs w/w) raises concerns over the validity of this record under the strict criteria set for promotion to verified status. While the record contains valid IVPT and endpoint references, the core issue related to concentration leads to retention as unresolved rather than verified.'}"
record_32f3510accd1,paper_a0517498c977,10.1039/d0ra00100g,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,14.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': ""The record contains critical gaps regarding the concentration of ibuprofen, which is marked as 'None'. This ambiguity affects its promotion to a verified status despite valid information on the endpoint and diffusion method used. Since insufficient evidence persists around the key parameter of concentration, it is better suited to remain unresolved.""}"
record_ace3746b1600,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.6, 'rationale': ""The api concentration is recorded as 5% w/v, which is not an equivalent measure to the required 5% w/w concentration. This discrepancy leads to ambiguity regarding the concentration basis and impacts the determination of the report's validity within the strict criteria.""}"
record_851ab860659f,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': ""The record contains an ambiguous API concentration ('5% w/v') which is outside the strict requirement of '5% w/w'. Despite meeting other criteria like the use of a Franz diffusion cell and relevant endpoint data, the uncertainty in the API concentration leads to a classification of unresolved rather than verified.""}"
record_9d98bd27f9f7,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': ""The candidate record indicates an ambiguous API concentration since the concentration is reported as 5.0% w/v while requiring strict adherence to a 5% w/w preparation. Although the study's use of a Franz diffusion cell and valid endpoints (amount total and endpoint time) are confirmed, the ambiguity surrounding the concentration basis prevents it from being promoted to verified. Thus, it remains unresolved.""}"
record_2578ce137ea3,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'rejected', 'scope_bucket': 'useful_but_out_of_scope', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.75, 'rationale': 'The record indicates an API concentration of 5.0% w/v, which has been flagged as ambiguous. The evidence for ibuprofen at this concentration does not confirm the necessary strict criteria of 5% w/w, leading to rejection despite the scientific usefulness of the data.'}"
record_fb8b2beb150c,paper_48cbfe0b170b,10.1208/s12249-013-9995-4,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,11.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'yes', 'confidence': 0.7, 'rationale': 'The record indicates an ambiguous API concentration due to the reported concentration being in % w/v instead of the required % w/w format for the scope. Although other parameters align with the strict scope, the concentration discrepancy is significant enough to maintain the unresolved status.'}"
record_ad27c13dbfc5,paper_6d7ce6948405,10.1002/14651858.cd001177.pub2,table,unresolved,recoverable_unresolved,recoverable_unresolved:ambiguous_api_concentration,10.5,high,api_concentration_basis,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'no', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'uncertain', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.8, 'rationale': 'The record indicates an ambiguous concentration of ibuprofen (0.5 mg/cm² vs. 5% w/w) and lacks clarity on the endpoint kind. The concentration does not meet the strict criteria of 5% w/w, leading to uncertainty about its relevance to the specified scope.'}"
record_227806162423,paper_12ae56196f6e,10.1371/journal.pone.0118536,figure,unresolved,recoverable_unresolved,recoverable_unresolved:missing_area,10.0,high,diffusion_area,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'yes', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'no', 'ivpt_ivrt_ok': 'yes', 'amount_endpoint_ok': 'no', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.8, 'rationale': ""The candidate record lacks a specified diffusion area, which is a critical missing element in the context of IVPT/IVRT studies using a Franz diffusion cell. This absence affects the overall reliability of results related to the drug's effectiveness in a dermal application. Conflicting evidence from failure reasons highlights additional shortcomings such as missing endpoint values. Therefore, it remains appropriate to classify this evidence as unresolved, given its potential usefulness but current gaps in informational completeness.""}"
record_b078d5a1748d,paper_4cd65bde6fb4,10.1021/acs.molpharmaceut.0c00720,figure,unresolved,recoverable_unresolved,recoverable_unresolved:missing_area,9.0,high,diffusion_area,"{'should_keep_strict': 'no', 'recommended_status': 'unresolved', 'scope_bucket': 'recoverable_unresolved', 'target_api_ok': 'uncertain', 'concentration_5pct_ww_ok': 'no', 'franz_ok': 'yes', 'ivpt_ivrt_ok': 'uncertain', 'amount_endpoint_ok': 'yes', 'endpoint_time_ok': 'yes', 'area_ok': 'n_a', 'confidence': 0.5, 'rationale': 'The record is categorized as unresolved due to missing diffusion area data, which is essential for strict verification in this context. Although the study involves IVRT using a Franz diffusion cell for ibuprofen, and there is some endpoint data, the absence of area measurements prevents it from meeting the stringent requirements for verification. It remains a recoverable unresolved candidate with the potential to provide relevant findings if the missing data can be obtained.'}"
